Entry,Entry name,Gene names,Protein families
Q8NGH5,O56A1_HUMAN,OR56A1,G-protein coupled receptor 1 family
O00487,PSDE_HUMAN,PSMD14 POH1,"Peptidase M67A family, PSMD14 subfamily"
Q12913,PTPRJ_HUMAN,PTPRJ DEP1,"Protein-tyrosine phosphatase family, Receptor class 3 subfamily"
Q8NDX1,PSD4_HUMAN,PSD4 EFA6B TIC,
Q9UPN7,PP6R1_HUMAN,PPP6R1 KIAA1115 PP6R1 SAPS1,SAPS family
Q9BVG9,PTSS2_HUMAN,PTDSS2 PSS2,Phosphatidyl serine synthase family
O75192,PX11A_HUMAN,PEX11A PEX11,Peroxin-11 family
Q13702,RAPSN_HUMAN,RAPSN RNF205,RAPsyn family
Q6ZSC3,RBM43_HUMAN,RBM43 C2orf38,
P38159,RBMX_HUMAN,RBMX HNRPG RBMXP1,
P62241,RS8_HUMAN,RPS8 OK/SW-cl.83,Eukaryotic ribosomal protein eS8 family
P42677,RS27_HUMAN,RPS27 MPS1,Eukaryotic ribosomal protein eS27 family
P62854,RS26_HUMAN,RPS26,Eukaryotic ribosomal protein eS26 family
P15880,RS2_HUMAN,RPS2 RPS4,Universal ribosomal protein uS5 family
Q9BUV0,RSRP1_HUMAN,RSRP1 C1orf63 HT033 NPD014,RSRP family
Q9BVX2,T106C_HUMAN,TMEM106C EMOC,TMEM106 family
Q03519,TAP2_HUMAN,TAP2 ABCB3 PSF2 RING11 Y1,"ABC transporter superfamily, ABCB family, MHC peptide exporter (TC 3.A.1.209) subfamily"
P08865,RSSA_HUMAN,RPSA LAMBR LAMR1,Universal ribosomal protein uS2 family
Q5TD94,RSH4A_HUMAN,RSPH4A RSHL3,Flagellar radial spoke RSP4/6 family
Q15404,RSU1_HUMAN,RSU1 RSP1,
O95197,RTN3_HUMAN,RTN3 ASYIP NSPL2,
O75298,RTN2_HUMAN,RTN2 NSPL1,
P82675,RT05_HUMAN,MRPS5,Universal ribosomal protein uS5 family
P08579,RU2B_HUMAN,SNRPB2,RRM U1 A/B'' family
Q8N695,SC5A8_HUMAN,SLC5A8 AIT SMCT SMCT1,Sodium:solute symporter (SSF) (TC 2.A.21) family
Q9Y6Y8,S23IP_HUMAN,SEC23IP MSTP053,PA-PLA1 family
Q8IYM1,SEP12_HUMAN,SEPTIN12 SEPT12,"TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily, Septin GTPase family"
Q5SSQ6,SAPC1_HUMAN,SAPCD1 C6orf26 G7D NG23,
Q86UD0,SAPC2_HUMAN,SAPCD2 C9orf140,
P23975,SC6A2_HUMAN,SLC6A2 NAT1 NET1 SLC6A5,"Sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family, SLC6A2 subfamily"
Q8N5C8,TAB3_HUMAN,TAB3 MAP3K7IP3,
Q8N755,S66A3_HUMAN,SLC66A3 C2orf22 PQLC3,
P48066,S6A11_HUMAN,SLC6A11 GABT3 GAT3,"Sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family, SLC6A11 subfamily"
P48065,S6A12_HUMAN,SLC6A12,"Sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family, SLC6A12 subfamily"
Q9Y345,SC6A5_HUMAN,SLC6A5 GLYT2 NET1,"Sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family, SLC6A5 subfamily"
Q99884,SC6A7_HUMAN,SLC6A7 PROT,"Sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family, SLC6A7 subfamily"
Q8WVM8,SCFD1_HUMAN,SCFD1 C14orf163 KIAA0917 STXBP1L2 FKSG23,STXBP/unc-18/SEC1 family
P48029,SC6A8_HUMAN,SLC6A8,"Sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family, SLC6A8 subfamily"
Q9H1V8,S6A17_HUMAN,SLC6A17 NTT4,"Sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family, SLC6A17 subfamily"
P0C263,SBK2_HUMAN,SBK2 SGK069,"Protein kinase superfamily, Ser/Thr protein kinase family, STKL subfamily"
Q9Y6B6,SAR1B_HUMAN,SAR1B SARA2 SARB,"Small GTPase superfamily, SAR1 family"
Q8N1H7,S6OS1_HUMAN,SIX6OS1 C14orf39,
A0A286YFB4,SCGR2_HUMAN,SCYGR2 KRTAP28-2,KRTAP type 28 family
Q9UPN6,SCAF8_HUMAN,SCAF8 CCAP7 KIAA1116 RBM16,
A3KN83,SBNO1_HUMAN,SBNO1 MOP3,SBNO family
Q96BY9,SARAF_HUMAN,SARAF TMEM66 XTP3 HSPC035 NPD003 PSEC0019 UNQ1967/PRO4499,SARAF family
Q9BXJ8,TACAN_HUMAN,TMEM120A TACAN TMPIT,TMEM120 family
P35269,T2FA_HUMAN,GTF2F1 RAP74,TFIIF alpha subunit family
O75410,TACC1_HUMAN,TACC1 KIAA1103,TACC family
O95359,TACC2_HUMAN,TACC2,TACC family
P13984,T2FB_HUMAN,GTF2F2 RAP30,TFIIF beta subunit family
Q9Y6A5,TACC3_HUMAN,TACC3 ERIC1,TACC family
P09758,TACD2_HUMAN,TACSTD2 GA733-1 M1S1 TROP2,EPCAM family
Q6P1K8,T2H2L_HUMAN,GTF2H2C; GTF2H2C_2 GTF2H2D,GTF2H2 family
P37840,SYUA_HUMAN,SNCA NACP PARK1,Synuclein family
Q9BSH4,TACO1_HUMAN,TACO1 CCDC44 PRO0477,TACO1 family
P40200,TACT_HUMAN,CD96,
Q9NR00,TCIM_HUMAN,TCIM C8orf4 TC1,
Q6URK8,TEPP_HUMAN,TEPP,
P36897,TGFR1_HUMAN,TGFBR1 ALK5 SKR4,"Protein kinase superfamily, TKL Ser/Thr protein kinase family, TGFB receptor subfamily"
P56279,TCL1A_HUMAN,TCL1A TCL1,TCL1 family
Q8IYQ7,THNS1_HUMAN,THNSL1,Threonine synthase family
O95988,TCL1B_HUMAN,TCL1B TCL1,TCL1 family
Q86YJ6,THNS2_HUMAN,THNSL2,Threonine synthase family
P37173,TGFR2_HUMAN,TGFBR2,"Protein kinase superfamily, TKL Ser/Thr protein kinase family, TGFB receptor subfamily"
P55072,TERA_HUMAN,VCP,AAA ATPase family
Q15583,TGIF1_HUMAN,TGIF1 TGIF,TALE/TGIF homeobox family
Q9GZN2,TGIF2_HUMAN,TGIF2,TALE/TGIF homeobox family
Q96FV9,THOC1_HUMAN,THOC1 HPR1,
P20061,TCO1_HUMAN,TCN1 TC1,Eukaryotic cobalamin transport proteins family
P20062,TCO2_HUMAN,TCN2 TC2,Eukaryotic cobalamin transport proteins family
Q8NA31,TERB1_HUMAN,TERB1 CCDC79,TERB1 family
Q8NHR7,TERB2_HUMAN,TERB2 C15orf43,TERB2 family
Q8NI27,THOC2_HUMAN,THOC2 CXorf3,THOC2 family
Q13428,TCOF_HUMAN,TCOF1,
Q9Y2H2,SAC2_HUMAN,INPP5F KIAA0966 SAC2 MSTP007 MSTP047,
Q96GD3,SCMH1_HUMAN,SCMH1,SCM family
Q8TAC9,SCAM5_HUMAN,SCAMP5,"SCAMP family, SCAMP5 subfamily"
Q8N228,SCML4_HUMAN,SCML4,SCM family
Q96E40,SACA9_HUMAN,SPACA9 C9orf9,
Q07699,SCN1B_HUMAN,SCN1B,Sodium channel auxiliary subunit SCN1B (TC 8.A.17) family
Q9UBE0,SAE1_HUMAN,SAE1 AOS1 SUA1 UBLE1A,Ubiquitin-activating E1 family
O60939,SCN2B_HUMAN,SCN2B UNQ326/PRO386,Sodium channel auxiliary subunit SCN2B (TC 8.A.17) family
Q86VE3,SATL1_HUMAN,SATL1,Acetyltransferase family
Q9UBT2,SAE2_HUMAN,UBA2 SAE2 UBLE1B HRIHFB2115,Ubiquitin-activating E1 family
P67812,SC11A_HUMAN,SEC11A SEC11L1 SPC18 SPCS4A,Peptidase S26B family
Q15424,SAFB1_HUMAN,SAFB HAP HET SAFB1,
Q9BYL1,SAM10_HUMAN,SAMD10 C20orf136,
Q9H2E6,SEM6A_HUMAN,SEMA6A KIAA1368 SEMAQ,Semaphorin family
P48061,SDF1_HUMAN,CXCL12 SDF1 SDF1A SDF1B,Intercrine alpha (chemokine CxC) family
Q9NXZ1,SAGE1_HUMAN,SAGE1 SAGE,
Q8IVG5,SAM9L_HUMAN,SAMD9L C7orf6 DRIF2 KIAA2005 UEF,
Q96HN2,SAHH3_HUMAN,AHCYL2 KIAA0828,Adenosylhomocysteinase family
Q5TGI4,SAMD5_HUMAN,SAMD5 SAMDC1,
Q9Y3Z3,SAMH1_HUMAN,SAMHD1 MOP5,SAMHD1 family
O75396,SC22B_HUMAN,SEC22B SEC22L1,Synaptobrevin family
Q13530,SERC3_HUMAN,SERINC3 DIFF33 TDE1 SBBI99,TDE1 family
Q9NSI8,SAMN1_HUMAN,SAMSN1 HACS1,
Q1RMZ1,SAMTR_HUMAN,BMT2 C7orf60 SAMTOR,BMT2 family
Q14160,SCRIB_HUMAN,SCRIB CRIB1 KIAA0147 LAP4 SCRB1 VARTUL,LAP (LRR and PDZ) protein family
Q9NY91,SC5A4_HUMAN,SLC5A4 SAAT1 SGLT3,Sodium:solute symporter (SSF) (TC 2.A.21) family
Q495M3,S36A2_HUMAN,SLC36A2 PAT2 TRAMD1,Amino acid/polyamine transporter 2 family
Q8WWX9,SELM_HUMAN,SELENOM SELM,Selenoprotein M/F family
Q12765,SCRN1_HUMAN,SCRN1 KIAA0193,"Peptidase C69 family, Secernin subfamily"
P0C7Q6,S35G6_HUMAN,SLC35G6 AMAC1L3 TMEM21B,SLC35G solute transporter family
Q9H6I2,SOX17_HUMAN,SOX17,
P36952,SPB5_HUMAN,SERPINB5 PI5,"Serpin family, Ov-serpin subfamily"
Q99963,SH3G3_HUMAN,SH3GL3 CNSA3 SH3D2C,Endophilin family
P48431,SOX2_HUMAN,SOX2,
P09012,SNRPA_HUMAN,SNRPA,RRM U1 A/B'' family
Q6DHY5,TBC3G_HUMAN,TBC1D3G,
Q5HYK7,SH319_HUMAN,SH3D19,
Q9NRG4,SMYD2_HUMAN,SMYD2 KMT3C,Class V-like SAM-binding methyltransferase superfamily
O14512,SOCS7_HUMAN,SOCS7 NAP4 SOCS6,
Q9Y6A9,SPCS1_HUMAN,SPCS1 SPC12 HSPC033,SPCS1 family
Q86VZ5,SMS1_HUMAN,SGMS1 MOB SMS1 TMEM23,Sphingomyelin synthase family
Q13596,SNX1_HUMAN,SNX1,Sorting nexin family
Q3YBR2,TBRG1_HUMAN,TBRG1 NIAM,TBRG1 family
Q8TAP9,MPLKI_HUMAN,MPLKIP C7orf11 TTDN1,
Q8TAX0,OSR1_HUMAN,OSR1 ODD,Odd C2H2-type zinc-finger protein family
Q9H239,MMP28_HUMAN,MMP28 MMP25 UNQ1893/PRO4339,Peptidase M10A family
Q8TAB3,PCD19_HUMAN,PCDH19 KIAA1313,
O15439,MRP4_HUMAN,ABCC4 MOATB MRP4,"ABC transporter superfamily, ABCC family, Conjugate transporter (TC 3.A.1.208) subfamily"
Q3MIW9,MUCL3_HUMAN,MUCL3 C6orf37 DPCR1 PBLT,
O43614,OX2R_HUMAN,HCRTR2,G-protein coupled receptor 1 family
Q9Y5G9,PCDG4_HUMAN,PCDHGA4,
Q15800,MSMO1_HUMAN,MSMO1 DESP4 ERG25 SC4MOL,Sterol desaturase family
Q8NHP6,MSPD2_HUMAN,MOSPD2,
P18669,PGAM1_HUMAN,PGAM1 PGAMA CDABP0006,"Phosphoglycerate mutase family, BPG-dependent PGAM subfamily"
Q96RE7,NACC1_HUMAN,NACC1 BTBD14B NAC1,
Q02083,NAAA_HUMAN,NAAA ASAHL PLT,Acid ceramidase family
Q9P2K5,MYEF2_HUMAN,MYEF2 KIAA1341,
Q9UJ70,NAGK_HUMAN,NAGK,Eukaryotic-type N-acetylglucosamine kinase family
Q9BUA6,MYL10_HUMAN,MYL10 MYLC2PL PLRLC,
Q13203,MYBPH_HUMAN,MYBPH,"Immunoglobulin superfamily, MyBP family"
Q15746,MYLK_HUMAN,MYLK MLCK MLCK1 MYLK1,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family"
Q96QT6,PHF12_HUMAN,PHF12 KIAA1523,
P15173,MYOG_HUMAN,MYOG BHLHC3 MYF4,
Q9UPP1,PHF8_HUMAN,PHF8 KIAA1111 ZNF422,"JHDM1 histone demethylase family, JHDM1D subfamily"
Q5TI25,NBPFE_HUMAN,NBPF14,NBPF family
Q8NDX5,PHC3_HUMAN,PHC3 EDR3 PH3,
Q8N660,NBPFF_HUMAN,NBPF15 NBPF16,NBPF family
Q00872,MYPC1_HUMAN,MYBPC1 MYBPCS,"Immunoglobulin superfamily, MyBP family"
P30086,PEBP1_HUMAN,PEBP1 PBP PEBP,Phosphatidylethanolamine-binding protein family
P50539,MXI1_HUMAN,MXI1 BHLHC11,
P00558,PGK1_HUMAN,PGK1 PGKA MIG10 OK/SW-cl.110,Phosphoglycerate kinase family
P19878,NCF2_HUMAN,NCF2 NOXA2 P67PHOX,NCF2/NOXA1 family
Q8TBE9,NANP_HUMAN,NANP C20orf147 HDHD4,"HAD-like hydrolase superfamily, NANP family"
Q9HCH0,NCK5L_HUMAN,NCKAP5L CEP169 KIAA1602 FP1193,
Q9Y5J5,PHLA3_HUMAN,PHLDA3 TIH1,PHLDA3 family
Q5T1S8,NCMAP_HUMAN,NCMAP C1orf130,
O15146,MUSK_HUMAN,MUSK,"Protein kinase superfamily, Tyr protein kinase family"
Q15596,NCOA2_HUMAN,NCOA2 BHLHE75 SRC2 TIF2,SRC/p160 nuclear receptor coactivator family
Q6NSJ2,PHLB3_HUMAN,PHLDB3,
Q8N8M0,NAT16_HUMAN,NAT16 C7orf52,
O43676,NDUB3_HUMAN,NDUFB3,Complex I NDUFB3 subunit family
P36955,PEDF_HUMAN,SERPINF1 PEDF PIG35,Serpin family
O00567,NOP56_HUMAN,NOP56 NOL5A,NOP5/NOP56 family
O43674,NDUB5_HUMAN,NDUFB5,Complex I NDUFB5 subunit family
Q9Y2X3,NOP58_HUMAN,NOP58 NOL5 NOP5 HSPC120,NOP5/NOP56 family
A6NDG6,PGP_HUMAN,PGP,"HAD-like hydrolase superfamily, CbbY/CbbZ/Gph/YieH family"
Q5EBL8,PDZ11_HUMAN,PDZD11 AIPP1 PDZK11 PISP HSPC227 UNQ6486/PRO21335,
Q96SB3,NEB2_HUMAN,PPP1R9B PPP1R6,
P19838,NFKB1_HUMAN,NFKB1,
P26715,NKG2A_HUMAN,KLRC1 NKG2A,
E9PQ53,NDUCR_HUMAN,NDUFC2-KCTD14,Complex I NDUFC2 subunit family
Q330K2,NDUF6_HUMAN,NDUFAF6 C8orf38,NDUFAF6 family
Q6VVB1,NHLC1_HUMAN,NHLRC1 EPM2B,
P52952,NKX25_HUMAN,NKX2-5 CSX NKX2.5 NKX2E,NK-2 homeobox family
Q9H6R4,NOL6_HUMAN,NOL6,NRAP family
Q13563,PKD2_HUMAN,PKD2 TRPP2,Polycystin family
Q9NQS3,NECT3_HUMAN,NECTIN3 PRR3 PVRL3,Nectin family
Q92832,NELL1_HUMAN,NELL1 NRP1,
O75323,NIPS2_HUMAN,NIPSNAP2 GBAS,NipSnap family
Q7Z443,PK1L3_HUMAN,PKD1L3,Polycystin family
Q9NRX3,NUA4L_HUMAN,NDUFA4L2,Complex I NDUFA4 subunit family
O60285,NUAK1_HUMAN,NUAK1 ARK5 KIAA0537 OMPHK1,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily"
Q86VF7,NRAP_HUMAN,NRAP,
Q96EP9,NTCP4_HUMAN,SLC10A4,Bile acid:sodium symporter (BASS) (TC 2.A.28) family
Q9NRD5,PICK1_HUMAN,PICK1 PRKCABP,
O14511,NRG2_HUMAN,NRG2 NTAK,Neuregulin family
A6NJB7,PRR19_HUMAN,PRR19,
O43900,PRIC3_HUMAN,PRICKLE3 LMO6,Prickle / espinas / testin family
P48552,NRIP1_HUMAN,NRIP1,
Q9NPI5,NRK2_HUMAN,NMRK2 ITGB1BP3 NRK2,"Uridine kinase family, NRK subfamily"
Q9NQ35,NRIP3_HUMAN,NRIP3 C11orf14,
Q7Z2Y5,NRK_HUMAN,NRK,"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily"
Q08J23,NSUN2_HUMAN,NSUN2 SAKI TRM4,"Class I-like SAM-binding methyltransferase superfamily, RsmB/NOP family, TRM4 subfamily"
Q8NE18,NSUN7_HUMAN,NSUN7,"Class I-like SAM-binding methyltransferase superfamily, RsmB/NOP family"
O75200,NPIB7_HUMAN,NPIPB7 NPIPL1,NPIP family
F8W1W9,NPIB9_HUMAN,NPIPB9,NPIP family
Q9NY56,OBP2A_HUMAN,OBP2A,"Calycin superfamily, Lipocalin family"
O95222,OR6A2_HUMAN,OR6A2 OR6A1 OR6A2P,G-protein coupled receptor 1 family
Q8NG99,OR7G2_HUMAN,OR7G2,G-protein coupled receptor 1 family
Q8NGU1,OR9A1_HUMAN,OR9A1P OR9A1,G-protein coupled receptor 1 family
Q99983,OMD_HUMAN,OMD SLRR2C UNQ190/PRO216,"Small leucine-rich proteoglycan (SLRP) family, SLRP class II subfamily"
Q8NHC4,O10J5_HUMAN,OR10J5,G-protein coupled receptor 1 family
Q8WZA6,OR1E3_HUMAN,OR1E3 OR1E3P,G-protein coupled receptor 1 family
Q13607,OR2F1_HUMAN,OR2F1 OLF3 OR2F3 OR2F3P OR2F4 OR2F5,G-protein coupled receptor 1 family
Q9BXB4,OSB11_HUMAN,OSBPL11 ORP11 OSBP12,OSBP family
A6NHG9,O5H14_HUMAN,OR5H14,G-protein coupled receptor 1 family
Q9H255,O51E2_HUMAN,OR51E2 PSGR,G-protein coupled receptor 1 family
O95013,O4F21_HUMAN,OR4F21 OR4F21P,G-protein coupled receptor 1 family
P58182,O12D2_HUMAN,OR12D2,G-protein coupled receptor 1 family
Q8NGD3,OR4K5_HUMAN,OR4K5,G-protein coupled receptor 1 family
Q8NGY1,O10Z1_HUMAN,OR10Z1,G-protein coupled receptor 1 family
Q8NGI0,O52N2_HUMAN,OR52N2,G-protein coupled receptor 1 family
Q6TCH4,PAQR6_HUMAN,PAQR6,ADIPOR family
Q8NGH7,O52L1_HUMAN,OR52L1,G-protein coupled receptor 1 family
Q8NGK5,O52M1_HUMAN,OR52M1 OR52M1P,G-protein coupled receptor 1 family
P58180,OR4D2_HUMAN,OR4D2,G-protein coupled receptor 1 family
O95613,PCNT_HUMAN,PCNT KIAA0402 PCNT2,
Q6V1P9,PCD23_HUMAN,DCHS2 CDH27 CDHJ PCDH23 PCDHJ,
Q9HBI1,PARVB_HUMAN,PARVB CGI-56,Parvin family
Q9ULC6,PADI1_HUMAN,PADI1 PAD1 PDI1,Protein arginine deiminase family
Q8N3A8,PARP8_HUMAN,PARP8,ARTD/PARP family
Q9NVD7,PARVA_HUMAN,PARVA MXRA2,Parvin family
Q8IV76,PASD1_HUMAN,PASD1,
Q9Y5G5,PCDG8_HUMAN,PCDHGA8 KIAA0327,
Q9HC56,PCDH9_HUMAN,PCDH9,
Q15004,PAF15_HUMAN,PCLAF KIAA0101 NS5ATP9 PAF L5,
Q96P68,OXGR1_HUMAN,OXGR1 GPR80 GPR99 P2RY15 P2Y15,G-protein coupled receptor 1 family
Q9BZ23,PANK2_HUMAN,PANK2 C20orf48,Type II pantothenate kinase family
Q9NVE7,PANK4_HUMAN,PANK4,"Type II pantothenate kinase family; Damage-control phosphatase family, Phosphopantetheine phosphatase II subfamily"
Q6UY27,PATE2_HUMAN,PATE2 C11orf38 UNQ3112/PRO10144,PATE family
Q6QHF9,PAOX_HUMAN,PAOX PAO UNQ1923/PRO4398,Flavin monoamine oxidase family
Q9NZ20,PA2G3_HUMAN,PLA2G3,Phospholipase A2 family
Q06416,P5F1B_HUMAN,POU5F1B OCT4PG1 OTF3C OTF3P1 POU5F1P1 POU5FLC20 POU5FLC8,"POU transcription factor family, Class-5 subfamily"
Q5R387,PA2GC_HUMAN,PLA2G2C,Phospholipase A2 family
P14555,PA2GA_HUMAN,PLA2G2A PLA2B PLA2L RASF-A,Phospholipase A2 family
Q53EL6,PDCD4_HUMAN,PDCD4 H731,PDCD4 family
Q6L8Q7,PDE12_HUMAN,PDE12,CCR4/nocturin family
Q9BTU6,P4K2A_HUMAN,PI4K2A,"PI3/PI4-kinase family, Type II PI4K subfamily"
P47712,PA24A_HUMAN,PLA2G4A CPLA2 PLA2G4,
P40424,PBX1_HUMAN,PBX1 PRL,TALE/PBX homeobox family
O96013,PAK4_HUMAN,PAK4 KIAA1142,"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily"
Q9ULE6,PALD_HUMAN,PALD1 KIAA1274 PALD,Paladin family
Q9H6A9,PCX3_HUMAN,PCNX3 PCNXL3,Pecanex family
Q9Y5K3,PCY1B_HUMAN,PCYT1B CCTB,Cytidylyltransferase family
P49585,PCY1A_HUMAN,PCYT1A CTPCT PCYT1,Cytidylyltransferase family
F5H284,PAL4D_HUMAN,PPIAL4D,"Cyclophilin-type PPIase family, PPIase A subfamily"
A0A075B767,PAL4H_HUMAN,PPIAL4H,"Cyclophilin-type PPIase family, PPIase A subfamily"
Q96LB9,PGRP3_HUMAN,PGLYRP3 PGRPIA,N-acetylmuramoyl-L-alanine amidase 2 family
O00541,PESC_HUMAN,PES1,Pescadillo family
Q96JS3,PGBD1_HUMAN,PGBD1 hucep-4,
Q96DM1,PGBD4_HUMAN,PGBD4,
Q6P4A8,PLBL1_HUMAN,PLBD1,Phospholipase B-like family
Q9NYT0,PLEK2_HUMAN,PLEK2,
Q9BXM7,PINK1_HUMAN,PINK1,"Protein kinase superfamily, Ser/Thr protein kinase family"
Q00G26,PLIN5_HUMAN,PLIN5 LSDP5 OXPAT PAT-1,Perilipin family
Q9UL41,PNMA3_HUMAN,PNMA3 MA3,PNMA family
Q8N490,PNKD_HUMAN,PNKD KIAA1184 MR1 TAHCCP2 FKSG19 UNQ2491/PRO5778,"Metallo-beta-lactamase superfamily, Glyoxalase II family"
Q99959,PKP2_HUMAN,PKP2,Beta-catenin family
P48736,PK3CG_HUMAN,PIK3CG,PI3/PI4-kinase family
Q8NEB5,PLPP5_HUMAN,PLPP5 DPPL1 HTPAP PPAPDC1B,PA-phosphatase related phosphoesterase family
Q8TAP8,PPR35_HUMAN,PPP1R35 C7orf47,PPP1R35 family
Q9UQK1,PPR3C_HUMAN,PPP1R3C PPP1R5,
Q5R3F8,PPR29_HUMAN,ELFN2 KIAA1904 LRRC62 PPP1R29,
Q08752,PPID_HUMAN,PPID CYP40 CYPD,"Cyclophilin-type PPIase family, PPIase D subfamily"
Q4J6C6,PPCEL_HUMAN,PREPL KIAA0436,Peptidase S9A family
Q9Y3E5,PTH2_HUMAN,PTRH2 BIT1 PTH2 CGI-147,PTH2 family
P11686,PSPC_HUMAN,SFTPC SFTP2,
P31930,QCR1_HUMAN,UQCRC1,"Peptidase M16 family, UQCRC1/QCR1 subfamily"
Q8IZ40,RCOR2_HUMAN,RCOR2,CoREST family
P42766,RL35_HUMAN,RPL35,Universal ribosomal protein uL29 family
O95544,NADK_HUMAN,NADK,NAD kinase family
Q8IVL1,NAV2_HUMAN,NAV2 HELAD1 KIAA1419 POMFIL2 RAINB1 STEERIN2,Nav/unc-53 family
P22033,MUTA_HUMAN,MMUT MUT,Methylmalonyl-CoA mutase family
Q9Y618,NCOR2_HUMAN,NCOR2 CTG26,N-CoR nuclear receptor corepressors family
P21452,NK2R_HUMAN,TACR2 NK2R NKNAR TAC2R,G-protein coupled receptor 1 family
P46087,NOP2_HUMAN,NOP2 NOL1 NSUN1,"Class I-like SAM-binding methyltransferase superfamily, RsmB/NOP family"
P17568,NDUB7_HUMAN,NDUFB7,Complex I NDUFB7 subunit family
Q9HAS0,NJMU_HUMAN,C17orf75,
Q9NX14,NDUBB_HUMAN,NDUFB11 UNQ111/PRO1064,Complex I NDUFB11 subunit family
P20929,NEBU_HUMAN,NEB,
Q9BU61,NDUF3_HUMAN,NDUFAF3 C3orf60,
Q9H9Q4,NHEJ1_HUMAN,NHEJ1 XLF,"XRCC4-XLF family, XLF subfamily"
P30414,NKTR_HUMAN,NKTR,
Q8N183,NDUF2_HUMAN,NDUFAF2 NDUFA12L,Complex I NDUFA12 subunit family
A6NCS4,NKX26_HUMAN,NKX2-6 NKX2F,NK-2 homeobox family
Q9Y697,NFS1_HUMAN,NFS1 NIFS HUSSY-08,"Class-V pyridoxal-phosphate-dependent aminotransferase family, NifS/IscS subfamily"
Q99608,NECD_HUMAN,NDN,
Q96NY8,NECT4_HUMAN,NECTIN4 LNIR PRR4 PVRL4,Nectin family
O75051,PLXA2_HUMAN,PLXNA2 KIAA0463 OCT PLXN2 UNQ209/PRO235,Plexin family
Q9BPW8,NIPS1_HUMAN,NIPSNAP1,NipSnap family
Q96E22,NGBR_HUMAN,NUS1 C6orf68 NGBR,UPP synthase family
Q9NPE3,NOP10_HUMAN,NOP10 NOLA3,NOP10 family
P56556,NDUA6_HUMAN,NDUFA6 LYRM6 NADHB14,Complex I LYR family
Q15126,PMVK_HUMAN,PMVK PMKI,
Q9HBY0,NOX3_HUMAN,NOX3 MOX2,
A6NFY4,NEMP2_HUMAN,NEMP2 TMEM194B,NEMP family
P80188,NGAL_HUMAN,LCN2 HNL NGAL,"Calycin superfamily, Lipocalin family"
Q6IQ23,PKHA7_HUMAN,PLEKHA7,
Q9HC29,NOD2_HUMAN,NOD2 CARD15 IBD1,
F8W0I5,NPB12_HUMAN,NPIPB12,NPIP family
Q96JA3,PKHA8_HUMAN,PLEKHA8 FAPP2,
Q13018,PLA2R_HUMAN,PLA2R1 CLEC13C,
O95397,PKHA9_HUMAN,PLEKHA8P1 PLEKHA9 HAW1053,
Q9UF11,PKHB1_HUMAN,PLEKHB1 EVT1 KPL1 PHR1 PHRET1,
O43688,PLPP2_HUMAN,PLPP2 LPP2 PPAP2C,PA-phosphatase related phosphoesterase family
Q5JTB6,PLAC9_HUMAN,PLAC9,PLAC9 family
Q8IVI9,NOSTN_HUMAN,NOSTRIN,
Q9C000,NLRP1_HUMAN,NLRP1 CARD7 DEFCAP KIAA0926 NAC NALP1,NLRP family
O15118,NPC1_HUMAN,NPC1,Patched family
Q16621,NFE2_HUMAN,NFE2,"BZIP family, CNC subfamily"
P67775,PP2AA_HUMAN,PPP2CA,"PPP phosphatase family, PP-1 subfamily"
Q9H8W4,PKHF2_HUMAN,PLEKHF2 ZFYVE18,
O60936,NOL3_HUMAN,NOL3 ARC NOP,
Q6S5H5,POTEG_HUMAN,POTEG A26C2 POTE14,POTE family
Q6S545,POTEH_HUMAN,POTEH A26C3 ACTBL1 POTE22,POTE family
P0CG38,POTEI_HUMAN,POTEI,POTE family; Actin family
Q58EX7,PKHG4_HUMAN,PLEKHG4 PRTPHN1,
P0CG39,POTEJ_HUMAN,POTEJ,POTE family; Actin family
A6NI47,POTEM_HUMAN,POTEM,POTE family
O94827,PKHG5_HUMAN,PLEKHG5 KIAA0720,
Q8TC44,POC1B_HUMAN,POC1B WDR51B,WD repeat POC1 family
Q9NW61,PKHJ1_HUMAN,PLEKHJ1 GNRPX,
Q7Z5L7,PODN_HUMAN,PODN SLRR5A UNQ293/PRO332,"Small leucine-rich proteoglycan (SLRP) family, SLRP class V subfamily"
Q86WI1,PKHL1_HUMAN,PKHD1L1,
Q08209,PP2BA_HUMAN,PPP3CA CALNA CNA,"PPP phosphatase family, PP-2B subfamily"
Q9Y4G2,PKHM1_HUMAN,PLEKHM1 KIAA0356,
Q9NP85,PODO_HUMAN,NPHS2,Band 7/mec-2 family
P16298,PP2BB_HUMAN,PPP3CB CALNA2 CALNB CNA2,"PPP phosphatase family, PP-2B subfamily"
Q8IWE5,PKHM2_HUMAN,PLEKHM2 KIAA0842 SKIP,
